record_id,title,author,date,subject,lcsh,resource_type,data_sources,language,origin,link,summary,download,format,objectid,filename
BQL1867-1914 R37,Rue de la porte de Jaffa ,,1867-1914,Jaffa; Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; jaffa; jaffa (Tel Aviv; israel); Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; jeursalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-25,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",yes,record,182ed6a0-3ee6-46cb-a2aa-6a3865b1de2c,https://eap.bl.uk/item/EAP644-1-36-25
BQL1867-1914 R38,Ruines de la forteresse de Hounin,,1867-1914,Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-117,"PALESTINE, Hounin. Physical Characteristics: Albumen print.",yes,record,6c6c9217-a5e6-466e-a851-d8d903f7dc31,https://eap.bl.uk/item/EAP644-1-37-117
BQL186710184 R39,Route de Bethlehem prise de la porte de Jaffa - Jérusalem,,1867-1914,Bethlehem; Jaffa; Jerusalem; photo,Picture Album; Pictures; Digital Images; Libraries and Pictures; Photographs; Portraits; Posters; Views; Pictures and Words; Photo Albums; Photograph Albums; Photos; Images; jaffa; jaffa (Tel Aviv; israel); Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; Bethlehem; Bethlehem--1900-1940; Bethlehem--1900-1950,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-6-57,"PALESTINE, Bethlehem. Physical Characteristics: Albumen print mounted on board",yes,record,63f6f6f9-a8a3-400c-a411-4143ee5132ad,https://eap.bl.uk/item/EAP644-1-6-57
BQL1867-1914 R40,Réservoir d'Ezéchias.,,1867-1914,Palestine; Jerusalem; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-12-18,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print mounted on board(album).",yes,record,ef3b7422-e46a-4085-b569-fcbee3b82d3e,https://eap.bl.uk/item/EAP644-1-12-18
BQL1867-1914 R41,Rochers sur lesquels prient les Samaritains. - Rocks on which the Samaritains prayed.,,1867-1914,Palestine; Nablus; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; Nablus; Nablus--history; Nablus--history--19th century; Nablus Palestine,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-78,"PALESTINE, Nablus. Physical Characteristics: Albumen print.",yes,record,2a632d28-5539-4fe0-96fd-cf912bbba82d,https://eap.bl.uk/item/EAP644-1-37-78
BQL1867-1914 R42,Ruines de l'Eglise de Séphoris . - Ruins of the church of Sephoris,,1867-1914,church; Palestine; Galilee,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; churches; church buildings; churches--Palestine; Galilee; Galilee (israel); sea of Galilee,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-103,"PALESTINE, Galilee. Physical Characteristics: Albumen print.",yes,record,1a1cd040-d486-4400-907e-ae66ae24e223,https://eap.bl.uk/item/EAP644-1-37-103
BQL1867-1914 R43,Ruines du Khan-Loubban ,,1867-1914,Palestine; Galilee,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; Galilee; Galilee (israel); sea of Galilee,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-20-36," PALESTINE, Galilee. Physical Characteristics: Albumen print mounted on board(album).",yes,record,ef865e25-886d-4a2c-be86-08c7fde2baaa,https://eap.bl.uk/item/EAP644-1-20-36
BQL1867-1914 R44,Route de Béthany à Jérusalem.- Road from Bethany to Jerusalem. ,,1867-1914,Bethany; Jerusalem; road; photo; Palestine,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; roads; ___ roads; trails; pavement; streets; rural roads; post roads; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press; Bethany; ,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-9," PALESTINE, Bethany. Physical Characteristics: Albumen print.",yes,record,58e8263b-d973-4f6d-acfb-d12e17e2a493,https://eap.bl.uk/item/EAP644-1-37-9
BQL1867-1914 R45,Rue de l'Eglise Ste Anne à Jérusalem,,1867-1914,Jerusalem; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; Jerusalem post press,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-37,"PALESTINE, Jerusalem. Physical Characteristics: Albumen print.",yes,record,1e0a014d-dee3-4b1f-ad55-acdb57f662df,https://eap.bl.uk/item/EAP644-1-36-37
BQL1867-1914 R46,Ruines d'Ascalon. - Ruins of Ascalon ,,1867-1914,ashkelon; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; Ashkelon (israel),image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-55,"PALESTINE, Ascalon. Physical Characteristics: Albumen print.",yes,record,7721e8d8-ecd7-474a-b03d-a00bbbca45d5,https://eap.bl.uk/item/EAP644-1-37-55
BQL1867-1914 R47,Ruines de Seiloun (Scilo).- Ruins of Seiloun (Scilo) ,,1867-1914,Galilee; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; Galilee; Galilee (israel); sea of Galilee,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-69,"PALESTINE, Galilee. Physical Characteristics: Albumen print.",yes,record,8b4e3f31-1d60-49a1-b05f-09fc598e8dc8,https://eap.bl.uk/item/EAP644-1-37-69
BQL1867-1914 R48,Ruines des Eglises Ste Marie sur le Mont Garzi,,1867-1914,Nablus; photo; Palestine,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; Nablus; Nablus--history; Nablus--history--19th century; Nablus Palestine,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-77,"PALESTINE, Nablus. Physical Characteristics: Albumen print.",yes,record,3b9e332a-f00b-4589-b069-e460196aab50,https://eap.bl.uk/item/EAP644-1-37-77
BQL1867-1914 R49,"Ruines du château d'Athlith, prises du sud. Ruins of the castle of Athlit, taken from South.",,1867-1914,castle; Palestine; photo,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; Castles; castles & palaces; castles & palaces--1900-1910; castles & palaces--1940-1950,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-37-136,"PALESTINE, Athlit. Physical Characteristics: Albumen print.",yes,record,c7b92e13-96d6-44c8-807e-d4b7e362ff94,https://eap.bl.uk/item/EAP644-1-37-136
BQL1867-1914 R50,"Route de Bethléhem, prise de la Porte de jaffa à Jérusalem",,1867-1914,Bethlehem; Jaffa; Jerusalem; photo; Palestine,Palestine; Israel; Gaza Strip; Palestine--Aerial Views; Palestine--Agriculture; Palestine--Boundaries; Palestine--Church History; Palestine--Civilization; Palestine--Colonization; Palestine--Defenses; Palestine--Emigration and Immigration; Palestine--Geography; Palestine--History; Palestine in Christianity; Palestine--in Islam; Palestine--in Judaism; Palestine--maps; Palestine--Newspapers; Palestine Police; Palestine--Social Life and Customs; picture album; pictures; digital images; libraries and pictures; photographs; portraits; posters; views; pictures and words; photo albums; photograph albums; photos; images; jaffa; jaffa (Tel Aviv; israel); Jerusalem--1900-1950; Jerusalem--1910-1920; Jerusalem--1910-1930; Jerusalem--1920-1940; Jerusalem--1930-1940; Jerusalem--aerial views; Jerusalem (Palestine); Jerusalem--politics and government; Jerusalem post; Palestine post; jeursalem post press; Bethlehem; Bethlehem--1900-1940; Bethlehem--1900-1950,image,Archive,,British Qatar Library 1900-1930,https://eap.bl.uk/item/EAP644-1-36-156,"PALESTINE, Bethlehem. Physical Characteristics: Albumen print.",yes,record,5a20ac47-371a-4d36-bd29-e35592a02095,https://eap.bl.uk/item/EAP644-1-36-156
